review,attributes
Great place for tacos all kinds of meat to choose fromJust make sure you have cash the cashier on evenings is not accurate with charging people when paying with a card.I was double charged using my card she claims the machine was not working others have had the same issue charged incorrectly when she's on.Eventually I was reimbursed in cash after having to get a bank statement per her request,na
"I really hate to disparage a place when the meal was on someone else's tab. But when I am just as underwhelmed the second time around, then something must be said. I've been to Eliza's on two occassions for work-related lunches. The only explanation I have for this is that my colleagues probably don't know any better or are too busy to figure out another place to have the end-of-the-semester luncheon.Eliza's seems to be trying to be upscale Chinese...hey, check out the Wedgewood china, the stainless steel chopsticks, the glass-blown sculptures...with that much effort in the details, you would think that they would strive for upscale food. But they're also trying to be mid-priced. It just doesn't add up to me! The food is largely uninspired, and while inauthenticity does not necessarily preclude quality, Eliza's just doesn't measure up to an objective standard of goodness. Sauces are either too salty or undifferentiated (hey is that the same sauce from that other dish?). Seafood not very fresh. I can't even comment further because everything is so unmemorable! Not to mention the service is really whacked out...they had a mad rush to clear our plates, but then took forever and a day to get us our check.2 stars because their lunch specials ARE pretty cheap (about $6 for entree, brown/white rice, soup) and the food wasn't really inedible. I suppose there is a subset of people who will find Eliza's appetizing, but if it were up to me I would rather spend my money somewhere else. Either I would want to save some money and go somewhere •_more hole-in-the wall, or I would even be willing to spend more for better upscale Chinese dining. I just can't win at Eliza's.",na
Great low cost chinese food spot. Love the noodle dishes and soups. They don't deliver but I'll be ordering from this place through caviar.,na
What can I say! This place never seems to fail me! NEVER! Its a great little restaurant with a nice cozy feel. Great place to bring a date for some good food! The servers and manger are always awesome! Always on point and attentive! You'll feel like a true King when you go to Jasmine Tea! THANK YOU for your great food! Love the coconut walnut shrimp and seasonal CRAB! YUM!,na
"The first night of our trip to SF we decided to come here for dinner. Let me tell you what a nice surprise it was to find a halal Chinese restaurant. It was a Saturday night. We put our name on the list and joined the other people waiting outside. We thought this must be good if people are willing to wait like this. After about a half hour we got in and were seated. The place is very small. They put huge mirrors on the wall to make the place seem bigger. In the whole restaurant there are only 7 tables (2 large round tables that could sit prob 8-10 people and 5-4top tables). The waiter was nice. We also met the owner who was also very nice. We ordered way too much food for just two of us but everything tasted good and we came out stuffed and with leftovers for later. If we come back to SF in the future, we will be coming to eat here again.",na
"This place is great, quick, and cheap. Won ton noodle soup is about $5.50 and they make it in about $5-10 minutes depending on how busy they are..",na
"Chinese food can be exceptional! I was pleasantly surprised by how delicious each entree was. The food presentation was enticing. I highly recommend the spicy seafood dumplings, chili crab, and the lobster clay pot. Lastly, I'd like to thank Nu-Beer for making our first dining experience truly enjoyable. Wonderful service! I'm already looking forward to the next visit.",na
"I've been to the first Hong Kong Lounge, so obviously I needed to try this location too. They're so organized and efficient with their ticket system, and they seat guests fairly quickly. I would not recommend leaving once you get your number, because they will not wait for you!! I was told that it would be 1.5 hours until three of us were seated, and we only ended up waiting 45 minutes because I waited outside the whole time for our number to be called. The other two members of our party were wandering around somewhere, so luckily I could be seated first.We marked what we wanted on the menu while we were waiting outside, so this made our lives easier once we were seated. We tried a variety of foods, which were all pretty good. I especially liked the sticky rice in lotus leaf. The beef tripe was excellent as well. All the dishes came out very quickly, and unlike other restaurants, they do not try to rush you in and out of the place. Great experience and great service - would recommend trying this place!",na
"burritos are just always better in california, it's actually a scientific fact. these burritos are especially delicious. i have a friend who fancies himself to be a mexican food/burrito conneseiur, so when he was raving about this place, i knew it would be good. i copied him and got the works and put legit everything they had to offer on it, including their medium salsa and guac.i was not disappointed! everything was super fresh and flavorful.as many pictures have shown, these burritos are beasts- i definitely couldn't finish the burrito in one sitting and i unfortunately had to get on a plane, so i couldn't take it with me. needless to say, i immediately passed out from a food coma on my flight home. some have noted, this place isn't exactly spacious, so try and go at off hours or with a small group!",na
"The food was good, but the service was so interminably slow. •_It took ages to get the order taken, for the food to arrive, to get jam for my bread, etc.The outdoor seating is really lovely though.",na
I stopped in for two steamed pork belly baos after hearing how good this place is from a roommate. •_The red miso glazed pork belly was high quality and the turmeric pickled daikon really helped bring the texture together for each bite. •_I'm going to have to stop in and try the other varieties real soon!,na
"Abosolutely delicious dishes in a lively and colorfully decorated environment.Love the takes made with Jicama, salads and finally the fondue dessert.Love it!!!!!!!!!!!!!!!!!",na
"My friend introduced me to this Italian restaurant and I love it!I'm a picky eater when it comes to Italian food and usually I only eat home made Italian food, however I may just have a go-to restaurant in San Francisco when craving some pasta or tiramisu!We ordered a vegetarian salad, a bottle of their collector's Zin to start our night with.Bruschetta and margherita pizza followed.Steak with shaved truffle mushrooms, ravioli, pasta in arabiatta sauce were the main course dishes.We finished everything. The food was not loaded with cheese or grease. The desserts were super! Tiramisu, molten lava cake and affagato! I've never had affagato this delicious before!The staff is friendly and they speak with an Italian accent and kinda scream - I guess that's how they speak in Italy??I'll definitely go back. You must visit too, however I highly suggest making reservations else you could be waiting for at least 45 minutes or more depending on the time you show up.",na
"Pretty good hotpot and grill! You can choose from a whole pot with two different soup base flavors or half hot pot and half grill, which is pretty cool. There's an open sauce bar with a lot to choose from - my favorite is the Satay sauce and a mixture of the sweet and spicy soy :) they have some dim sum times, a variety of meat, meatballs, fish balls, seafood and veggies. The fish balls with fish egg filling is really good! Also gotta have the crabmeat and enoki mushrooms :) there is a huge variety to choose from, which is always great :) I also liked the •_condensed milk buns and green onion pancake, yum! It also comes with ice cream too! There was green tea, cookies and cream and a few other flavors too. We also got the watermelon juice which is really refreshing and goes pretty well while you're eating something boiling hot. There may be a wait during dinner time, especially on the weekends, but they are pretty accommodating so it doesn't seem too bad. They have a tray of candy and also serve hot food from time to time too! We waited on a Saturday night around 7pm for about 30-45 minutes maybe? And they served lamb skewers and French fries to help satisfy your growling tummies ;) •_I've came here twice and it did not disappoint! This place isn't amazingggg but I'd crave it from time to time!",na
"The only place in SF (that I know of) where you can find the rare, San Diegan delicacies that are the California burrito and carne asada fries. •_They do both pretty well, •_although a couple of times the fries in my burrito were a tad too crispy. •_Not over-doing the fries is crucial, man. •_ •_California burritos (well...and perfect weather) are pretty much the only things I miss about San Diego. •_So, whenever I feel that pang of ""homesickness"" in my stomach, I come to Los Coyotes! Problem solved.",na
The service is fast and the street style tacos were good but the price was really high. I guess you expect that in the Market District but this still seemed off the scale.,na
Really great place to eat and grab a drink. •_The food is very flavorful and the staff is awesome!,na
"Seriously worth the hype. Garaje is the stuff taco dreams are made of (What, you don't have taco dreams?). I ordered two Como se Llama taco (one with chicken, one with steak) and I was seriously full for the rest of the day. A crispy taco embedded in a cheesy flour tortilla with refritos, then filled with chicken/steak, pico de gallo, and guacamole - all for $6. Truly delicious.Water is self serve, food is cash only. Funky, fun ambiance. Bus your own damn tables. Altogether delightful.",na
"Really good! I love Italian, this place is great for dates. I saw a lot of couples here having wine and chit chatting away, I also saw group of friends just having a nice meal together. The service was kind of off, kept switching off from the lady with the really nice accent, Ramona I think (sorry), to another guy who was really nice with helping us. My bf took me here the other night and it was really nice and romantic. Dim lights and a little cute candle in the middle of your table. The food was amazing, the appetizer was on point, the bruschetta! The tomatoes were the right flavor and it all combined perfectly together. I got the Sorrentina, wasn't what I expected because I like to look at pictures to know what I'm ordering (that's what yell is for duh) but it was really good anyway! My bf got the salmon dish, I tried it and it was good too. The sauce is delicious but the noodles may have been undercooked for it was a tad bit hard. After we had the flan for dessert and it was so good! I loved it here!",na
 Cafe|,na
"After reading all the great reviews we decided to take the drive from Oakland all the way to try this place out. •_While the food is great, it really wasn't worth the drive out there. •_There are only 2 things that I liked... 1) they have the best potstickers I've ever had... and i've had a lot in my 31yrs of life lol •_and 2)normally a lot of asian restaurants use so much oil in their cooking. •_not this place. •_the food was oil free, very very delicious. •_Also the portion size for what you order is definitely not to be desired. •_If you're not a local skip it. •_And if you do decide to go don't listen to everyone and get the cummin beef. •_it was beef with a whole bottle of cummin. •_lol not that great. •_:)",na
"Dinner = yummy, especially the pizzas, but you can't go wrong with the pasta, either. Brunch = awesome (biscuits and gravy!!)Bottomless bellinis at brunch = delicious (and generous...)Wine list = extensiveYou should definitely try this place on your next date night or girl's brunch.",na
"Very cute ambiance, I came here a few times but the wait was over an hour so we always left. This time we came 10mins before they opened at11am on a Saturday and was seated right at 11! We came for the king xiao long bao that was so well known for the size and how you have to drink it with a boba straw. It was very juicy and delicious. We also ordered the shrimp toast, shrimp and chive dumpling and trio bun. All very tasty which is good when you're paying a premium for the ambiance and Instagram worthy foods.",na
"Nice place , cheap and good testy pizza at Italy area in sf. Easy to find and either u can eat inside or to takeaway!",na
"I've been eyeing this place since the last time I visited San Francisco 6 months ago, so needless to say, this was my first meal stop when I landed in the city again. Food-wise, I loved it. Space-wise, be prepared to talk about nothing important since chances are the rest of the restaurant are probably listening on your conversation too. The tables are put so closely together that I had to (as politely as I could) tell my friend to talk more quietly multiple times throughout our meal. For starters, we ordered the Sweet Potato Fries",na
"Crossing over to the Northern Chinese Cuisine, I tried this place with a friend! •_I must say I was pleasantly surprised that Yao Ming must have ate here because his picture was on the wall. •_I tried the sour cabbage warm pot and it really hit the spot! •_My friend also ordered the Mu-shu chicken and it was really good with just the right amount of veggie to meat ratio. •_Try the onion pancake! •_Honestly it was the best that I have eaten in the bay area! •_Not too greasy but just enough crisp, flakiness to explode more flavors into your mouth. •_I look forward to trying other dishes!",na
"My husband works in the building so I've sat in the car across the street and watched the crowds walking in. You'd think judging the crowd it'd be a great place. Today my husband asked me to meet him and his colleague for pre-dinner drinks. They got there just before Happy Hour ended and the waiter suggested a jug of margarita (which he claims is 5-6 glasses). Like some men, my husband didn't ask about the price. When I signed the bill, I got sticker shock- the jug costs $84! It was basically billed as 7 glasses of the El Jimador Clasico!!! The bill was $111 for a jug of margarita, 1 order of guac and a (Happy Hour) beer. And to make matters worse, we were sitting just off the bar and it took the staff 10 minutes to notice us signaling for the check and another 5 minutes to bring it. Ok, first AND last time then.",na
"Homemade Orchata just tastes divine. Not too sweet with rice dominating and making me smile.Three other guests at the table, one chef and two in cooking school, one of them from the Yucatan, MX. They were all highly pleased with level of spice (high), service (excellent), and the over all deep authenticity of the food. Dining room is medium sized with bright decor and clean bathrooms. Sort of an odd spot right on 16th at S. Van Ness feels sort of out of the way or like you wouldn't just pop by. Menu is accented heavily by the meat items, although there are veggies options, it feels like you are missing the point. Never fun for a vegetarian. Their specials change every day and they obviously care about the food they prepare.Definitely worth a vist!",na
I would definitely recommend Rose's Cafe . I had brunch on the patio the food and service were impeccable.,na
"One of my new favorite restaurants and I go out to eat. alot!!My friend and I decided not to make a reservation and just try and get a seat at the bar. We got there around 6:30 on a Thursday night and lucked out because we only waited about 10 minutes before a couple left. The food was delicious!What we ordered:1) Jewish artichokes - if you like artichokes, you will love this. Crispy and savory.2) Duck egg w/asparagus - My friend's fave dish. The egg was delightful and the butter sauce was good. Dip your bread in the leftover egg + sauce mixture. You won't be sorry.3) Pizza bianca. 3 choices but we got the one with califlower. Delish! A little spicy too which i enjoy. If you dont like spicy food, maybe you should get one of the others..4) Entree - Rigatoni alla Carbonara - Super rich. I mean, honestly, I couldnt finish it. It was sooo thick and meaty even though you couldn't really see the meat in it. I think it was the sauce. Really heavy and might make you sick if you eat it all. Just saying.5) Entree - Bavette Steak - $26?? Um sorry not worth the price. It was good, but not $26 good. Plus the sauce tasted like hot dog. Don't believe me? Try it. All in all a good meal. Next time I go, i might pass up the entrees all together or at least try another pasta. The appetizers and small plates were the WOW-factor for me and this restaurant. Plus, with all the food we got plus 2 drinks ($10 each), the bill came out to $102 for 2 people!! Everything adds up. You order this and that and booom, a fatty bill so be careful.Will have to remove a star for the price. Sorry! :(BUT what I really really appreciated from this restaurant was the customer service. World class. The bartenders were really friendly and looked like they really really enjoyed making drinks :)Also, as we were walking out, a gentleman stopped us and said that he worked for the sister restaurant Delfina and wanted to let us know that there was a stabbing in the area recently and wanted us to be safe. That made me feel really good because they honestly care for their patrons.",na
"First time there, very Italian(fun). We all had the ravioli's they were very tasty we would recommend to anyone. •_North Beach is a fun area. Stopped and had gelato at the deli next door on the way back.",na
"This is one of my favorite places to get dumplings. My bf and I eagerly arrived to get brunch for our very second time here. Per usual there was a long line so we put our names down and decided to wonder around Taraval street. We came back 30 mins later, but it seemed that they had already called our name. I explained to the hostess that we had put our name earlier, but weren't here when they called our name. I hoped that they would understand and perhaps place us higher on the waitlist, which had grown significantly since we left. She told us that this was not possible and put our name at the bottom of the list. She told me that she had called our name and since we weren't here we have to wait from the bottom again!Since my bf and I came all the way out here for this place, we decided to wait at the restaurant, fearing that we'd miss the call again. But the situation upset me. Does it make sense for people to wait all 30-40 minute right infront of their restaurant when the line is long and the weather is cold? How does it help them to have so many people crowded at their entrance? I'd recommend the business to be more lenient in these situations and think from the customer's experience, especially considering that they have a rather long wait time. We waited 20 more minutes before we were finally seated.",na
"Still a fan.Had lunch with the same mentor from two years ago, who's still cheering me on as I look for another job.We both had eggplant dishes, mine not spicy but his, very much yes. •_What's great is that your meal comes with soup. This time it was egg drop which was velvety, creamy and filling. •_We also orderd that infamous onion pancake which is one of the best I've had. •_Brown rice all around and good fortune cookies and fried sesame dough balls for dessert. •_Nourishment in food and friendship.",na
"Love this place!! Great service, good food choices, frosted beer glasses. You can even order online with your phone!",na
"This place is always busy. Love the interior. Open kitchen. I recommend making a reservation. We had a little bit of wait even with a reservation for 7. We were seated at a large table in the middle of the restaurant. Plenty of room for more people. The waitress was very attentive and fast. We ordered bang bang chicken wings, calamari, pork belly bun sliders, wild boar scissor cut noodles, mushu pork, fried rice, lamb dish, Peking duck and chili lobster. Most items were small portions. I didn't really care for the wild boar scissor cut noodles. It was sort of bland. Everything else were tasty",na
"The service we got here ONE time deserves two stars. My man's dish never came out, she never put in the order. She thought our appetizer was his dish, if that was the case why did one come out 15 before the second one?! This lady I will say barely spoke English and should not have been waiting on tables. She screwed up the table next to ours several times and they started getting loud. When they found out she screwed our order up too they laughed and commented. This table started getting racist and it pissed me off so I said everything was fine. This bad experience just happened once, very rarely will you have a a server that does not speak ANY English.The food here is amazing and the price is more then worth it. This is probably the best Chinese food I ever had in the city. With the combination of a nice atmosphere and good prices I am now a loyal regular.",na
The food was very clean for Mexican food. Filet Mignon was great! A friend introduced us to the Pizole and it was delicious! Fresh corn tortillas with an array of salsa temperatures. Definitely will be back!,na
"I was recommended Tai Chi for delivery and decided to try it out for myself. •_The delivery is free after a minimum $15 order, so ordering it for an individual meal will be too much. •_The food is very fresh and delectable compared to other Chinese restaurants in the area, and you can really taste the technique and freshness of each bite. •_The only downfall is that in delivery, please remember to order a side order of rice, as what you order is exactly what you get.",na
"I have been here a few times and am confident to say that this is one of the better places to eat in Chinatown. •_The quality is great and the prices are reasonable.Many people reviewing this restaurant have praised the seafood claypot, and rightly so. •_There were generous portions of succulent squid, scallops and shrimp and it was overall, quite yummy. •_We also tried the braised tofu clay pot, fried pea sprouts with garlic, ginger crab, and salt and pepper pork spare ribs. •_While these dishes weren't nearly in the same league as the seafood claypot dish, they were still very solid options.Service was fine and we ended up paying $17.50 for a tasty, yet filling meal.",na
"This restaurant recently replaced another similar type of hole in the wall but they dressed up the space a bit and simplified the menu to mixed results. It is a popular spot now, usually I see a line out the door and it has typically taken me at least 5 - 10 minuets of waiting in line to order. There is seating but it is really limited and if you are coming in a large group I wouldn't expect there to be much of a chance to sit down together. The food itself is mediocre though. This area is in great need of a good but simple burrito/Mexican restaurant but this isnt it. The food is REALLY white washed, if you are looking for authentic Mexican food skip this place. That said their version of the California burrito is ok, it has tater tots instead of fries. It isnt very flavorful though. I dont like crazy spicy food but I expect a burrito to have something interesting going on that stands out. I have had it a few times and usually the first few bites are enjoyable but then it really starts to become bland halfway into eating it. With that in mind I went there to try something else and went with a wet burrito which is the same as a regular burrito but with some enchilada sauce on top. I was hoping the extra sauce would make it stand out a bit instead of suffer from being bland like their California burrito. After a 5 minute wait in line I ordered it to go and went across the street to the market to pick up some juice and fizzy water. Once back I continued to wait for my burrito for another 15 - 20 minutes. The place was busy, maybe a tick more than usual. When they called my name they handed me a bag with my burrito and I headed home. Got home and discovered they only gave me a regular burrito and skipped the enchilada sauce so I wasted an extra $1.50. I gave the regular burrito a shot and it too was really bland (I ordered it with carnitas). I gave up halfway through and wont be back again.If you hate spicy Mexican food, tend to like the ""Tex Mex"" kind of fare and dont mind a long wait this isnt a bad option. Prices are reasonable for SF (about 10 bucks for a burrito) and the service while slow is friendly. Personally I am going to continue to have to travel out of the neighborhood to get my Mexican food fix.",na
Don't try and make a group reservation... they don't want your business. •_Needed to book a group of 12-14 for a Friday night. •_Called 5 weeks in advance and the woman who answered said it wouldn't be a problem but I had to speak to a manager who was in a meeting. •_Took my info and no one called back. •_2 weeks later I called again... same deal with the manager being in a meeting and they would be getting back to me. •_I explained that if I didn't receive a call I'd be taking my business elsewhere. •_No call again! Booked a reservation for 12 at Pane e Vino in the Marina in 2 minutes. •_Their manager wasn't in a meeting and they seemed to actually want the business. •_I don't see this location being in business for much longer with the poor management they have in place.,na
"The Dish: Forget Chinatown dim sum. This place has it all. It is on the pricier side and they realize that many of its customers are business/working people. Instead of what I'm used to (waiting for the carts to roll around), the waiters have mini-microphones to tell one another what customers want so the cars come to us. I came with my co-worker who knew all the good dishes. I typically only order shu-mai and shanghai dumplings. I know, no variety. But, here, I had maybe 6-7 different dishes? Definitely finish off with the green onion cake w/ peanut sauce and coconut rolls. Ambiance: This place has fast service and really nice people. My coworker didn't know the name of the green onion cake so could only describe it. They came out with the wrong order and was really cordial about it all - and got us the right dish even with just descriptions. They have patio seating as well as inside seating. Good place to come with friends and share a bunch of different dishes.",na
"you will not find a better thin crust pizza anywhere else.Try the monte bianco pizza which is listed under ""special pies"" on their menu.it comes with a heapy dollop of mascarpone cheese in the middle.You smear this on top of the prosciutto and eat away.Its not something you see everyday, but the salt from prosciutto, combined with the buttery sweet mascarpone will not betray you. •_seriously.of course, all the other pizzas I've tried here are fantastic.but that monte bianco is so out of the ordinary that i must share it with you yelpers.want pasta?go for the lasagne or the pesto.pesto actually tastes like fresh basil. not jarred mediocre stuff.i wholeheartedly appreciate them for using such great ingredients, in great combinations. •_thank you.oh! i almost forgot.if you need some appetizer, try the caprese with BURRATA. •_not regular mozzarella. •_ask for it if the waiter does not offer it to you.HOOOLY.",na
"Bad. Taco. I was here about a year or so ago and don't remember hating it. Today it was just embarrassingly bad. Tasteless beef, bland hot sauce, gummy tortillas. It was about 12.30p on a Saturday and there were only about 4 other people here - seems every other place in the ferry building had lines out the door. Next time I'm at the Ferry Building, I'll get in one of those lines. Getting a bad taco ruins my day and ensures that the next day, I get to treat myself to one of my favorite taco joints, so yay for tomorrow.",na
The music is absolutely offensive. Head banger sounds are not conducive to nourishing the body. TONE IT DOWN,na
"- i've eaten a lot of chicken wings in my life and I will say these are darn tasty- recommend finishing the food in one meal; unlike pizza leftovers from here aren't always great- long lines but like any good asian restaurant gets you in and out quick- advice don't wait outside, the servers sometimes call the names inside and if no one responds they just move on5 stars - would eat here everyday4 stars - sure I'll come back3 stars - average2 stars - we paid for this?1 star - where's the exit.....",na
"Yup - it's not authentic Chinese. •_I do like Chinatown too - but this is a block from home and is frankly better than any of the delivery places in this 'hood. •_My fiance and I went here for the first time last night and had the pot stickers (standard, but very good), sizzling rice soup (hadn't had it before and was very happy - needed some soy sauce to make it a little more flavorful, but loved that the veggies were so fresh and crisp!) and Mu-shu chicken (also very good, but I was VERY disappointed that it came with grocery store tortillas instead of the thin crepe-like pancakes). •_Overall, we'll be back because we ate dinner for $20, it wasn't greasy, and it's close to home.",na
"I cannot tell you how fabulous Perbacco is. Spent Saturday dinner here for 20 year anniversary and birthday celebrations. The day after, I feel like I am on some kind of wonderful drug /elixir hangover. The atmosphere and service are impeccable, and the food is sublime. I started with the fritto misto, and Mark had a salad with kumquats and cherries, which were both superb. The frito misto even had a thinly sliced fried lemon-a big surprise which I loved.For mains, Mark had the plate of short ribs and tenderloin. The short ribs were flavored with red wine and melted in your mouth. My pasta with veal and mushroom sugo, well, I can't stop thinking about it, it was that good. From now on, I will always order a pasta every time I come back to Perbacco, which will be very soon.Let's not stop here, moving on to dessert, I had the ricotta cheesecake with candied mandarines and rhubarb, and Mark had a dark chocolate mousse. There was a great selection of desserts, which makes me happy, cause I love a beautifully crafted and executed dessert. This is also the place for wine lovers. The wine list has a table of contents and is probably about 25 pages long.This truly is one of SF's finest for Italian (or any other) food. This will •_become our go-to place from now on for special occasions or just to grab a bite on Friday night. . Thanks Perbacco for a beautiful evening.",na
"I ate at this place weekly for over a year. Delicious, great service. No bullshit.",na
You are just 1 disgusting bowl of Sizzling (not sizzling) Rice Soup away from light headed nausea likely from an MSG overdose. Step right up and treat yourself to a regrettable afternoon for only $7.The only way I would return is if I had the opportunity to cook the staff a disgusting lunch of my own to return the favor.,na
"This place was ... interesting.I came here a while ago for brunch. Perhaps brunch is not their best feature, but at least the staff here is EXTRA nice, very friendly and super enthusiastic to help you.I had a friend who required accommodations and they were very good about it as he had been there before. We sat at the comfy couches which were awkward for eating in general and had some decent food. I would say money for value there are much better Mexican places in the city and much better food.However, I think this place has a very unique atmosphere that you probably won't find at many other places. Many regulars are like family, and the staff treat them just like that. I probably wouldn't come back again for food, but hey maybe a drink or two?",na
exican Kitchen|,na
"For months my hubby and I ate at Tacko once per week and it was always good. It does take a while to get your to-go order (sometimes 20 minutes +) but we didn't mind as we always run into a friend there and would have a beer while we waited. Food was always on point. Love the San Diego burrito. Unfortunately we moved and I don't get over there much anymore so when I can get in and pick up some burritos, it's a treat. •_And unfortunately my order has been wrong 75% of the time in the last year. It's usually chicken instead of carnitas. This has happened at least three times. It's happened so many times it's now a joke between my friends - weather or not the burrito will made correctly and if it will be chicken. Sadly there actually usually is always something wrong. Other times I will make an addition on the burrito which I have yet to receive. Tonight over half my burrito was a huge chunk of meat the size of my fist. You can tell in the food that the cooks are busy and just blatantly don't care. Disappointing as we used to love this place.",na
"This by far is my favorite Taqueria ever...The ingredients are really fresh! I love the carnitas and grilled chicken. The meat is seasoned to perfection (not overly so - allowing you to enjoy the burrito as a whole versus your whole burrito tasting like a marinade). I even love the boiled chicken...The tortillas they use (although I think they may have changed this recently) are really thin. When you reach the end of a Gordos burrito, you're not left with a clump of overfolded tortilla, as you are with so many other places. •_And when they roll this burrito, the tortilla only wraps around the filling once, like a perfectly rolled doobie!The staff is cool...these are local types. For example - one time I placed an order, and forgot to bring my wallet. Just as I thought •_the days of bodega/convenience store credit were over, he let me go, no charge! (this was back in late 90s) And of course I returned next time to pay...With the recent price hikes across the board, Gordos didn't raise theirs too much...Kudos to Gordos for that. The only thing I can say negatively at this location is that there isn't alot of seating... There a funny legacy that goes along with my family and Gordos. The first time I came here was with my Uncle, who introduced me to the place. I was just a tike, probably around 8 years old. So it was my first burritto and I was very picky and choosy about what I wanted in it. I was really averse to wet ingredients like guacamole and sour cream, and beans were out of the question. So I ended up getting a steak with rice burrito. My Uncle got a steak with the works. So we drive over to presido to eat the burritos by the cliffs and oh man I'm loving it. It was my first burrito and I was really enjoying it. But my Uncle was like - wtf, my burrito is dry... Turns out all the while he had my dry azz burrito and I, who was so against any exotic shit, had his delicious guac sour cream and bean loaded meal. A perfect example of my fickleness towards food as a kid for no good reason.Gordos open a branch in the South Bay - seriously a strategic location would be in Campbell",na
"Ahhh...September.Long remembered as the dreaded start of school, I now find myself loving September for that very same reason.The little bastards that get in my way on my days off are now locked up in the prison that is the public school system. •_September also brings out, in my opinion, the best weather SF has to offer. •_Fog blankets are 1/2 of what they were in summer, rain isn't quite here yet, and the temperature rarely cracks the upper end of 80 degrees. •_I don't quite love you yet September, but I am liking what I am seeing so far.The only thing that almost ruined my evening at Tommy's was the parking situation in the Richmond. •_Damn you rich. •_You are killing me with the limited parking. •_Anyways, after an evening at the beach, Tommy's hit the spot with some damn good tequila and some killer salsa to go with the chips. •_Mix that with the world's 2nd greatest guac and I likey.Buro.",na
im Sum Restaurant|,na
"SALT - you had better like it if you are going to dine here. Everything is over-salted. We stared with the burrata with sea salt, the whole sea of salt!I ordered the salmon with summer beans and a side of summer squash. •_The beans were over salted and when I sent them back and was told that a new batch would be prepared. The dish was retuned with refrigerator cold beans and a now cold piece of fish. The summer squash was inedible it was so salty. •_My date was in full agreement on all of my assessments, so it wasn't just me! •_His pizza margherita was good, not exceptional. •_The wine by the glass pour is stingy for what they charge, especially since they are $$$ rated (dinner mains over $30.00)Let's not forget the biscotti - or should I say they'd best be forgotten. •_What happened to the second bake (as in twice baked). They were soft, chewy and fairly tasteless. •_Not the hard crunchy cookies one anticipates when ordering. No wonder you can easily get a reservation here.",na
"Service was a little spotty, but it was a fairly busy night the last time I was there. •_I've been going to this place basically my whole life, and they have never let me down. •_Great pizza, and the sauteed vegetables were fantastic. •_I grew up in the bay area, and now that I live elsewhere, this is one of a handful of places that I want to revisit whenever I come home for a to see the family.",na
"Terrible service. Better food can be found nearby. Sunday late afternoon, restaurant just cleared out from several large parties, so it wasn't busy. •_Placed order for a dumplings, chicken wings, beef with green beans. 20 minutes after ordering, we ask how our order is doing since we noticed other parties seated later getting their food after about 5 minutes. Server tells us he FORGOT to put the order in, tells us he'll get it in right away. Two dishes come out, after finishing them, ask about the chicken wings 15 minutes later. He comes back to tell us, sorry I didn't put them in the order. Again. After doing this with our initial order. That was it. This place doesn't care, the servers, the back of the house, no one cares. They get enough neighborhood regulars it seems like they do fine, but they clearly just want to crank out mediocre food as fast as they can and dick around in the back.",na
"I've never actually been inside the Wok Shop Cafe, but by hands down found this the place to have the best Take Out/Delivery Chinese in San Francisco! •_No MSG is one of the main reasons, and all of the food is very ""clean"" tasting without any additional oils. •_Always fresh. And chicken dishes very moist. •_Two of my favorite dishes are the Honey Walnut •_Prawns, and the Chicken with Asparugus in bean sauce. •_If you order sweet",na
"My first thinking about DELIVERIES means NO GOOD. •_They are only for neighborhood lazy ppl (like me) •_So, I never order chinese food... cause I am chinese and I know that no chinese fast food deliveries is good. •_They are cheap, greasy and you just don't have confident about their quality of meat.(turnover) •_I had a few hit/misses here, but they are pretty decent, but unconsistent. •_Sometimes, their food can taste incredible gordon bleu chef's style, but sometime is not eatable!!! •_(either too flavory or too spicy or salty) •_I never manage to call back to complaint",na
Fishermen stew is for real. Abundant amounts of seafood including clam mussels cod shrimp scallops in wine tomato sauce all in hearty serving..worthy!,na
"Hands down the best pizza in the area. Get the victors special. Get a salad too, they serve it with warm pizza dough bread. Excellent with butter. Pasta/entrees are good. Not like my Sicilian Granma made but there's no one that can make sauce and pasta like Nonna, still this decent Italian food. Sandwiches are good too. I usually get the Italian combo with minestrone which tastes homemade. Overall good food for not too much money and speedy delivery.",na
"I actually really enjoyed the food AND I had extremely high expectations. •_To me, that says a lot. •_Probably the most memorable part of my night was that the atmosphere truly reminded me of Florence. •_I have to be honest that my very positive association with Florence may have impacted my opinion of this restaurant. :) •_Regardless, the place is quaint and adorable with a romantic candle lit feel.My only negative comment is that the wait staff was straight out rude. •_Although one could say this adds to some Florence dining experiences as well....",na
Claypot catfish 3 yelps small portion but tastyPea sprouts and garlic 4 yelps very tasty small portionSteamed oysters with black bean sauce 4 yelps slightly over cooked.Salt and pepper fish 3 yelps slightly soggy but tastyWhite rice $1.50 per person mehhh Service was rushed but they want to turn the table multiple times a night.Yes It's a bit of a sketchy area just make sure your out before it's dark.,na
"Ahhh, Tai Chi.Good memories with this place when I lived in SF for two years.I'd recommend it for nights where you don't have time to cook and just want a hearty Chinese meal. •_It's not classically done - if you put Panda Express and a Classic Chinese restaurant in a blender, you'd get Tai Chi.Reliable, quick service (they deliver within 15 minutes - what the hell?)and flavorful (sometimes too much)...Enjoy!",na
